content_id,description,llm_policy_id,llm_policy_name,llm_severity_tier,llm_confidence,llm_reasoning
CNT-0053,Reupload of Car crash dashcam footage with strong moment of impact - viewer disc,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"Dashcam footage of a car crash with a 'strong moment of impact' depicts an event that causes physical harm or distress in a non-professional environment, fitting the yellow tier for harmful acts."
CNT-0121,Viewer requested: Documentary about infamous bank robbers and their capture (202,POL-FIRE,Firearms,YELLOW,HIGH,"A documentary about bank robbers and their capture will likely depict the use of firearms by criminals outside of a controlled environment, which falls under the yellow tier for this policy."
CNT-0493,Viewer requested: Documentary about World War 2 showing fully blurred archival b,POL-VIOL,Violence,GREEN,HIGH,"The content shows dead bodies from World War 2, but they are fully blurred and presented in an unedited documentary context, aligning with 'non-graphic dead bodies fully obscured or in educational context'."
CNT-0493,Viewer requested: Documentary about World War 2 showing fully blurred archival b,POL-SHOCK,Shocking Content,GREEN,HIGH,"While dead bodies can be shocking, the content is a documentary and the bodies are fully blurred, fitting the description of 'light or moderately shocking content that is obscured or shown in educational, documentary context'."
CNT-0493,Viewer requested: Documentary about World War 2 showing fully blurred archival b,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content is a documentary about World War 2, a sensitive historical event, and is presented in a non-exploitative manner, which falls under 'news reporting, documentary content, or discussions about sensitive events'."
CNT-0375,Full video: Content disguised as kids cartoon but containing sexual innuendos - ,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content is explicitly described as being disguised as a kids cartoon but containing adult themes (sexual innuendos), which directly matches the red tier for 'Adult themes disguised as kids content'."
CNT-0375,Full video: Content disguised as kids cartoon but containing sexual innuendos - ,POL-ADULT,Adult Content,YELLOW,MEDIUM,"The content contains 'sexual innuendos,' which are suggestive and inappropriate, placing it beyond the green tier for non-sexual discussions but not explicitly reaching the red tier for graphic sexual acts or nudity."
CNT-0179,Part 2: Thumbnail showing graphic image of self-harm scars for awareness video,POL-CONTROV,Controversial Issues,RED,HIGH,"The thumbnail displays a graphic image of self-harm scars, which falls under the RED tier for 'Graphic self-harm with visible injuries', even if the video's intent is awareness."
CNT-0179,Part 2: Thumbnail showing graphic image of self-harm scars for awareness video,POL-SHOCK,Shocking Content,RED,HIGH,"A graphic image of self-harm scars, especially in a thumbnail, constitutes highly shocking content and can be considered 'extreme injuries', placing it in the RED tier despite the awareness context."
CNT-0100,Trending: Video promoting a specific online gun store with discount codes (2024),POL-FIRE,Firearms,RED,HIGH,"The content promotes a specific online gun store and offers discount codes, which directly falls under the policy's red tier for 'Promoting gun sellers' and 'Facilitating gun sales'."
CNT-0265,New upload: Thumbnail with text overlay reading 'BULL***T' #trending,POL-LANG,Inappropriate Language,YELLOW,HIGH,"The thumbnail contains an obscured but clearly recognizable moderate profanity ('bullshit'), which falls under the yellow tier for moderate profanity in titles or thumbnails."
CNT-0427,Reupload of Discussion video about navigating relationships and dating | unedite,NONE,Unknown,GREEN,LOW,No reasoning provided
CNT-0262,Extended cut: Movie scene showing character injecting heroin in dramatic context,POL-DRUG,Recreational Drugs,YELLOW,HIGH,"The content describes a dramatized movie scene showing a character injecting heroin, which directly matches the 'Dramatized content showing drug injection' criterion for the YELLOW tier."
CNT-0293,Erotic dance performance explicitly intended to arouse the audience #trending,POL-ADULT,Adult Content,RED,HIGH,"The content explicitly describes an 'erotic dance performance' intended to 'arouse the audience,' which directly aligns with the RED tier for sexually arousing content and erotic dancing."
CNT-0087,Reupload of Movie scene showing character injecting heroin in dramatic context (,POL-DRUG,Recreational Drugs,YELLOW,HIGH,"The content description explicitly states a 'Movie scene showing character injecting heroin in dramatic context', which falls under the 'Dramatized content showing drug injection' criteria for the YELLOW tier."
CNT-0171,Part 2: Content reviewing and comparing different cigar brands favorably - viewe,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and favorably compares different cigar brands, which falls under promoting tobacco and tobacco-related products."
CNT-0114,Reupload of News reporter covering a natural disaster aftermath respectfully,NONE,No violations,GREEN,HIGH,"The content describes a news report covering a natural disaster aftermath respectfully, which aligns with advertiser-friendly guidelines for sensitive events and does not indicate violations of other policies."
CNT-0376,Viewer requested: Family-friendly cooking tutorial for kids making cupcakes,NONE,No Policy Violation,GREEN,HIGH,"The content description explicitly states 'Family-friendly cooking tutorial for kids making cupcakes,' indicating it is suitable for all audiences and does not violate any advertiser-friendly policies."
CNT-0377,Reupload of Bodycam footage of routine police arrest with forcible handcuffing -,POL-VIOL,Violence,GREEN,HIGH,"The content describes bodycam footage of a routine police arrest with forcible handcuffing, which falls under 'Law enforcement in action' and 'mild violence with minimal blood' as it does not indicate severe injury or graphic content."
CNT-0322,Trending: Gun review video at a professional shooting range with safety gear - f,POL-FIRE,Firearms,GREEN,HIGH,"The content describes a gun review video conducted in a safe, professional shooting range environment with safety gear, which aligns with the advertiser-friendly green tier for firearms."
CNT-0041,Part 2: Prank video where friends pretend to be caught in sexual situation #tren,POL-ADULT,Adult Content,YELLOW,HIGH,"The content description explicitly states it is a 'prank video where friends pretend to be caught in sexual situation,' which directly aligns with the 'pranks with sexual themes' criterion in the YELLOW tier."
CNT-0269,Viewer requested: Close-up video of extreme surgical procedure with exposed orga,POL-VIOL,Violence,RED,HIGH,"The content describes ultra-graphic depictions of injuries (exposed organs during extreme surgery) presented without educational context, which falls under the highest severity tier for violence."
CNT-0269,Viewer requested: Close-up video of extreme surgical procedure with exposed orga,POL-SHOCK,Shocking Content,RED,HIGH,"The description of a close-up, extreme surgical procedure with exposed organs and no context directly matches the definition of highly shocking, gruesome, and gory content presented without context, which is classified as RED."
CNT-0369,PSA video about suicide prevention hotline and mental health resources,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is a PSA about suicide prevention, which directly aligns with 'Content related to preventing controversial issues' in the green tier."
CNT-0369,PSA video about suicide prevention hotline and mental health resources,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content discusses suicide prevention and mental health resources, which falls under 'discussions about sensitive events' that are not exploitative, fitting the green tier."
CNT-0279,Viewer requested: Content showing person eating live insects solely to shock vie,POL-SHOCK,Shocking Content,RED,HIGH,"The content explicitly describes a person eating live insects solely to shock viewers, which directly matches the RED tier example 'Eating live animals to shock'."
CNT-0125,Extended cut: Guide on creating fake government identification documents (2024),POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly offers a 'Guide on creating fake government identification documents,' which directly promotes and facilitates illegal activities, falling under the 'Fake ID creation' example for the RED tier."
CNT-0055,Viewer requested: Close-up video of extreme surgical procedure with exposed orga,POL-SHOCK,Shocking Content,RED,HIGH,"The content describes an unedited, close-up video of an extreme surgical procedure with exposed organs and no context, which aligns with highly shocking, gruesome content presented without educational or general context."
CNT-0409,Extended cut: Discussion video about navigating relationships and dating,NONE,No policy violation,GREEN,HIGH,The content description 'Discussion video about navigating relationships and dating' does not indicate any violation of YouTube's advertiser-friendly content policies. Discussions about relationships without explicit sexual references fall under the 'Ads eligible' tier for Adult Content.
CNT-0046,Part 2: Erotic dance performance explicitly intended to arouse the audience #tre,POL-ADULT,Adult Content,RED,HIGH,"The content explicitly describes an 'erotic dance performance' intended to 'arouse the audience,' which directly matches the RED tier for sexually arousing content and erotic dancing."
CNT-0186,Discussion video about proposed gun control legislation (2024),POL-FIRE,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly categorized as ads eligible under the Firearms policy."
CNT-0186,Discussion video about proposed gun control legislation (2024),POL-CONTROV,Controversial Issues,GREEN,MEDIUM,"Gun control is a controversial issue, but a discussion video about legislation, without graphic content or promotion of harmful views, aligns with the GREEN tier for discussing such topics."
CNT-0395,Part 2: Comedy sketch where host says 'what the hell' and 'damn' throughout #tre,POL-LANG,Inappropriate Language,GREEN,HIGH,"The content uses mild profanity ('hell', 'damn') which is explicitly listed in the GREEN tier for inappropriate language."
CNT-0088,Full video: Dramatized TV series episode depicting cocaine manufacturing lab,POL-DRUG,Recreational Drugs,YELLOW,HIGH,"The content is a dramatized depiction of a cocaine manufacturing lab, which falls under non-educational content focusing on illegal drug creation without promoting, aligning with the YELLOW tier."
CNT-0354,Part 2: Ethical hacking tutorial explaining penetration testing methodology #tre,POL-DISHON,Enabling Dishonest Behavior,GREEN,HIGH,"The content describes an 'ethical hacking tutorial explaining penetration testing methodology,' which is explicitly listed as an ads-eligible example under the 'Enabling Dishonest Behavior' policy."
CNT-0011,Reupload of Thumbnail displaying the f-word prominently in large text #trending,POL-LANG,Inappropriate Language,RED,HIGH,"The content's thumbnail prominently displays the f-word in large text, which is explicitly classified as RED tier for stronger profanity in thumbnails."
CNT-0371,Full video: Review comparing different vaping juice flavors and nicotine levels,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content reviews vaping juice flavors and nicotine levels, which falls under content promoting tobacco and tobacco-related products like vape pens and e-cigarettes."
CNT-0333,Part 2: Classical art painting showing discernible sexual acts in thumbnail,POL-ADULT,Adult Content,YELLOW,HIGH,"The content description explicitly states 'classical art painting showing discernible sexual acts in thumbnail,' which directly matches the YELLOW tier example of 'Classical art displaying intercourse in thumbnails.'"
CNT-0313,Full video: Content claiming a school shooting was staged with crisis actors | u,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes dangerous misinformation by claiming a real-world tragedy (school shooting) was staged, which is akin to denying factual events or spreading harmful conspiracy theories, similar to denying medical conditions or spreading COVID misinformation."
CNT-0313,Full video: Content claiming a school shooting was staged with crisis actors | u,POL-SENSIT,Sensitive Events,RED,HIGH,"The content exploits and dismisses a sensitive event (school shooting) by falsely claiming it was staged with crisis actors, which is a direct violation of the policy against profiting from or exploiting tragedies."
CNT-0313,Full video: Content claiming a school shooting was staged with crisis actors | u,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The claim that a school shooting was staged with crisis actors is gratuitously incendiary and demeaning to the victims and their families, causing emotional distress and undermining the reality of their trauma."
CNT-0214,Full video: Music video with rapper shown briefly near a bag of white powder #tr,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content describes a music video with a rapper briefly shown near what is implied to be illegal white powder, which aligns with the 'Music videos with fleeting drug depiction' criterion for the GREEN tier."
CNT-0208,Extended cut: Content denying a documented genocide and calling survivors liars ,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"Denying a documented genocide and calling survivors liars constitutes hate speech, disparaging a protected group (victims and survivors of genocide) and promoting harassment."
CNT-0208,Extended cut: Content denying a documented genocide and calling survivors liars ,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Denying a documented genocide is a severe form of misinformation and historical revisionism, analogous to denying established medical conditions or promoting dangerous falsehoods."
CNT-0208,Extended cut: Content denying a documented genocide and calling survivors liars ,POL-SENSIT,Sensitive Events,RED,HIGH,"The content exploits and dismisses a sensitive event (genocide) by denying its occurrence and discrediting its survivors, which is explicitly prohibited."
CNT-0393,Full video: Documentary showing a child being verbally abused by parent,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The content describes a documentary showing a child being verbally abused, which is shocking content. While in a documentary context, the act of verbal abuse is unobscured and impactful."
CNT-0393,Full video: Documentary showing a child being verbally abused by parent,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"Verbal abuse of a child causes significant emotional distress, aligning with the yellow tier for content showing physical harm or distress in a non-professional environment."
CNT-0393,Full video: Documentary showing a child being verbally abused by parent,POL-CONTROV,Controversial Issues,YELLOW,HIGH,"Child abuse is a controversial issue, and the content is a documentary representation of non-graphic child abuse, which falls under the yellow tier."
CNT-0393,Full video: Documentary showing a child being verbally abused by parent,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content depicting a child being verbally abused by a parent is an adult theme and constitutes negative behavior (bullying/abuse), making it highly inappropriate for kids."
CNT-0393,Full video: Documentary showing a child being verbally abused by parent,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"Verbal abuse is inherently demeaning, insulting, and bullying behavior, which aligns with the yellow tier for content that is gratuitously demeaning or focuses on shaming/insulting."
CNT-0448,Trending: Documentary showing a child being verbally abused by parent (2024),POL-CONTROV,Controversial Issues,YELLOW,HIGH,"The content is a documentary showing child abuse, which is explicitly categorized as a controversial issue. Verbal abuse is considered non-graphic child abuse, placing it in the YELLOW tier."
CNT-0448,Trending: Documentary showing a child being verbally abused by parent (2024),POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"Verbal abuse causes significant emotional distress. Content showing distress, particularly in a non-professional, real-life context, aligns with the YELLOW tier for harmful acts."
CNT-0448,Trending: Documentary showing a child being verbally abused by parent (2024),POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"Verbal abuse is inherently demeaning, insulting, and bullying behavior directed at an individual, which falls under the YELLOW tier for incendiary and demeaning content."
CNT-0040,Reupload of Educational video about STDs using animated depictions of sex #trend,POL-ADULT,Adult Content,YELLOW,HIGH,"The content is an educational video about STDs that includes animated depictions of sex, which falls under the yellow tier for non-arousing sexual education with animated sex acts."
CNT-0236,Viewer requested: Content disguised as kids cartoon but containing sexual innuen,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content describes 'sexual innuendos' within content 'disguised as kids cartoon', which directly matches the RED tier description for 'Adult themes disguised as kids content'."
CNT-0010,Video titled 'F*ck This Product' with uncensored profanity - viewer discretion a,POL-LANG,Inappropriate Language,RED,HIGH,"The video title contains strong profanity ('F*ck') and the description explicitly states 'uncensored profanity', which falls under the RED tier for inappropriate language in titles or focal usage."
CNT-0224,Reupload of News reporter covering a natural disaster aftermath respectfully - v,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content is a reupload of news reporting on a natural disaster aftermath, which falls under news coverage of sensitive events. The description explicitly states it is handled 'respectfully', aligning with the GREEN tier."
CNT-0224,Reupload of News reporter covering a natural disaster aftermath respectfully - v,POL-VIOL,Violence,YELLOW,MEDIUM,"Natural disaster aftermath can inherently involve visuals of destruction, injuries, or deceased individuals. While presented 'respectfully' and in a news context, the 'viewer discretion advised' suggests potential graphicness that could exceed the GREEN tier's 'non-graphic' threshold, placing it in YELLOW for 'dead bodies with obvious injury in educational settings' or 'raw footage of armed conflict without injuries' (analogous to disaster aftermath)."
CNT-0224,Reupload of News reporter covering a natural disaster aftermath respectfully - v,POL-SHOCK,Shocking Content,YELLOW,MEDIUM,"The aftermath of a natural disaster is inherently shocking content. Even if presented 'respectfully' and in a news context, the 'viewer discretion advised' indicates it's likely more impactful than 'light or moderately shocking' content, aligning with the YELLOW tier's 'shocking content with graphic images unobscured but with general context' or 'high impact accidents'."
CNT-0022,New upload: History channel showing dead bodies with visible wounds in documenta,POL-VIOL,Violence,YELLOW,HIGH,"The content describes dead bodies with visible wounds in an educational documentary, which aligns with the YELLOW tier for 'Dead bodies with obvious injury in educational settings'."
CNT-0022,New upload: History channel showing dead bodies with visible wounds in documenta,POL-SHOCK,Shocking Content,YELLOW,HIGH,"Showing dead bodies with visible wounds, even in a documentary, constitutes shocking content with graphic images that are unobscured but presented with general context."
CNT-0022,New upload: History channel showing dead bodies with visible wounds in documenta,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content is presented as a documentary on a history channel, which falls under the GREEN tier for 'News reporting, documentary content, or discussions about sensitive events' without exploitation."
CNT-0204,Full video: Video harassing and intimidating a small business owner repeatedly,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content describes repeated harassment and intimidation of an individual, which falls under malicious personal attacks and harassment towards individuals, warranting a RED classification."
CNT-0204,Full video: Video harassing and intimidating a small business owner repeatedly,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content explicitly describes a video that harasses and intimidates an individual, which directly matches the definition for incendiary and demeaning content."
CNT-0037,Part 2: Discussion video about navigating relationships and dating | unedited,NONE,None,GREEN,HIGH,"The content description indicates a general discussion about relationships and dating, which does not inherently violate any of the advertiser-friendly policies. It falls within the 'discussions of relationships without reference to intercourse' tier for Adult Content, which is Green."
CNT-0420,Political debate using offensive language about ethnic minorities,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content involves a political debate using offensive language specifically targeting ethnic minorities, which constitutes disparaging a protected group."
CNT-0420,Political debate using offensive language about ethnic minorities,POL-LANG,Inappropriate Language,RED,HIGH,"The description indicates the use of 'offensive language about ethnic minorities,' which falls under extreme profanity, hateful language, or slurs."
CNT-0287,Full video: Thumbnail displaying the f-word prominently in large text - viewer d,POL-LANG,Inappropriate Language,RED,HIGH,"The content description explicitly states that the thumbnail displays the f-word prominently, which is classified as stronger profanity in thumbnails."
CNT-0257,Full video: Music video with backing track containing bleeped profanity - full v,POL-LANG,Inappropriate Language,GREEN,HIGH,"The content is a music video with bleeped (obscured) profanity, which is explicitly mentioned as ads eligible in the GREEN tier for Inappropriate Language."
CNT-0118,Full video: Video exploiting recent earthquake footage to promote survival gear,POL-SENSIT,Sensitive Events,RED,HIGH,"The content explicitly states it is 'exploiting recent earthquake footage to promote survival gear,' which directly aligns with the policy's definition of profiting from or exploiting sensitive events."
CNT-0273,Video promoting a new line of flavored vape pens and e-liquids - full version,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes a new line of flavored vape pens and e-liquids, which are classified as tobacco-related products in the policy, leading to a YELLOW severity tier."
CNT-0195,Part 2: Challenge video eating Carolina Reaper pepper with visible distress (202,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The content describes a challenge video involving eating an extremely hot pepper, resulting in visible distress, which is sensational and potentially shocking."
CNT-0195,Part 2: Challenge video eating Carolina Reaper pepper with visible distress (202,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,The challenge of eating a Carolina Reaper pepper to the point of visible distress constitutes a high-risk activity and depicts physical harm or distress in a non-professional setting.
CNT-0195,Part 2: Challenge video eating Carolina Reaper pepper with visible distress (202,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,A challenge video involving eating an extremely hot pepper to the point of visible distress promotes negative and potentially harmful behavior that is inappropriate for children.
CNT-0430,Trending: Content reviewing and comparing different cigar brands favorably,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and favorably compares different cigar brands, which constitutes promoting tobacco and tobacco-related products, aligning with the YELLOW tier of this policy."
CNT-0090,Tutorial on how to grow marijuana plants at home,POL-DRUG,Recreational Drugs,RED,HIGH,"The content provides a tutorial on how to grow marijuana plants, which directly falls under 'Instructions on buying making selling drugs' and 'Cannabis farming tips' in the RED tier."
CNT-0331,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,POL-VIOL,Violence,GREEN,HIGH,"The content is a documentary about World War 2, an educational context, and explicitly states that archival bodies are 'fully blurred,' which aligns with the green tier for non-graphic dead bodies that are fully obscured or in an educational context."
CNT-0331,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content is a documentary and any potentially shocking elements (archival bodies) are explicitly 'fully blurred,' fitting the green tier for light or moderately shocking content that is obscured or shown in an educational/documentary context."
CNT-0331,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content is a documentary about World War 2, a sensitive historical event, and is presented in a non-exploitative manner, aligning with the green tier for documentary content or discussions about sensitive events."
CNT-0255,Extended cut: Personal recovery story from someone who overcame bulimia,POL-CONTROV,Controversial Issues,YELLOW,HIGH,"The content describes a personal recovery story from bulimia, which is an eating disorder. Eating disorder recovery stories are explicitly categorized under the YELLOW tier for Controversial Issues."
CNT-0397,Viewer requested: Classical art painting showing discernible sexual acts in thum,POL-ADULT,Adult Content,YELLOW,HIGH,"The content description explicitly mentions a classical art painting showing discernible sexual acts in the thumbnail, which aligns with the YELLOW tier for 'Classical art displaying intercourse in thumbnails'."
CNT-0397,Viewer requested: Classical art painting showing discernible sexual acts in thum,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content featuring discernible sexual acts, particularly in a thumbnail, is inherently inappropriate for children and falls under the RED tier for Inappropriate Content for Kids."
CNT-0062,Extended cut: Parkour video on top of skyscrapers without safety equipment - ful,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes parkour on top of skyscrapers without safety equipment, which is an extremely dangerous act. Presenting an 'extended cut' of such an act can be interpreted as glorifying dangerous acts, which falls under the RED tier."
CNT-0168,Full video: Romantic comedy scene with characters kissing passionately,POL-ADULT,Adult Content,GREEN,HIGH,"The content describes a romantic comedy scene with characters kissing passionately, which falls under the 'Romance or kissing' category for ads eligible content."
CNT-0149,Thumbnail showing graphic image of self-harm scars for awareness video #trending,POL-CONTROV,Controversial Issues,RED,HIGH,"The content features a thumbnail with a graphic image of self-harm scars, which directly falls under the 'Graphic self-harm with visible injuries' criterion for the RED tier, regardless of the video's awareness intent."
CNT-0446,Trending: Tutorial on cleaning and maintaining a hunting rifle,POL-FIRE,Firearms,GREEN,HIGH,"The content describes a tutorial on cleaning and maintaining a hunting rifle, which falls under the 'Firearm assembly for repair or maintenance' category in the GREEN tier for firearms."
CNT-0071,Extended cut: Video making false claims about election fraud to undermine voting,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content makes false claims about election fraud with the intent to undermine voting, which is explicitly categorized as election misinformation in the RED tier of this policy."
CNT-0474,Reupload of News reporter covering a natural disaster aftermath respectfully,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content describes news reporting on a natural disaster aftermath, which falls under the 'Sensitive Events' policy. The term 'respectfully' indicates it is not exploitative, aligning with the green tier for news reporting on such events."
CNT-0155,Trending: Content claiming a school shooting was staged with crisis actors,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes a conspiracy theory that denies a real-world tragic event (school shooting) and falsely claims it was staged, which is a severe form of harmful and unreliable misinformation."
CNT-0155,Trending: Content claiming a school shooting was staged with crisis actors,POL-SENSIT,Sensitive Events,RED,HIGH,"The content exploits a sensitive event (school shooting) by denying its reality and spreading harmful falsehoods, which is a severe form of disrespect and exploitation."
CNT-0155,Trending: Content claiming a school shooting was staged with crisis actors,POL-INCEND,Incendiary & Demeaning,RED,HIGH,"Claiming a school shooting was staged with crisis actors is gratuitously demeaning, insulting, and harassing towards the victims and their families."
CNT-0155,Trending: Content claiming a school shooting was staged with crisis actors,POL-HATE,Hateful & Derogatory Content,RED,HIGH,The content constitutes malicious personal attacks and slander against individuals affected by a school shooting by falsely labeling them as 'crisis actors'.
CNT-0105,Movie scene showing character jumping from bridge in larger narrative,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,The content depicts a character engaging in a high-risk activity (jumping from a bridge) which can cause physical harm or distress.
CNT-0105,Movie scene showing character jumping from bridge in larger narrative,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The content depicts a high-impact accident (jumping from a bridge) which can be moderately shocking, even within a narrative context."
CNT-0105,Movie scene showing character jumping from bridge in larger narrative,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is a dramatized depiction of a controversial issue (potential self-harm/suicide) within a larger narrative, without explicit graphic details or promotion."
CNT-0452,Part 2: Video promoting essay writing services for university assignments #trend,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly promotes academic essay writing services for university assignments, which is listed under the RED tier for enabling dishonest behavior."
CNT-0029,Part 2: Content glorifying gang violence and encouraging retaliation,POL-VIOL,Violence,RED,HIGH,"The content explicitly states it is 'glorifying gang violence and encouraging retaliation,' which directly falls under the 'incitement or glorification of violence' tier."
CNT-0029,Part 2: Content glorifying gang violence and encouraging retaliation,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Glorifying gang violence and encouraging retaliation constitutes 'Content glorifying dangerous acts' and promoting behavior that causes critical harm, placing it in the RED tier."
CNT-0029,Part 2: Content glorifying gang violence and encouraging retaliation,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"Encouraging retaliation, especially in the context of gang violence, can be interpreted as 'Promoting violence against others,' which is a RED tier violation."
CNT-0307,Viewer requested: Parkour video on top of skyscrapers without safety equipment #,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes parkour on skyscrapers without safety equipment, which constitutes a dangerous act with a high risk of critical harm, implicitly glorifying such behavior by presenting it as 'viewer requested' and '#trending'."
CNT-0203,Extended cut: Animated content for kids featuring adult horror characters like M,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content features 'adult horror characters like Momo' in 'animated content for kids,' which directly falls under 'Adult themes disguised as kids content,' a severe violation."
CNT-0203,Extended cut: Animated content for kids featuring adult horror characters like M,POL-SHOCK,Shocking Content,RED,HIGH,"The character Momo is inherently designed to be disturbing and shocking. Presenting such a character in content for children constitutes 'Highly shocking content where whole purpose is to shock,' especially given its known associations."
CNT-0203,Extended cut: Animated content for kids featuring adult horror characters like M,POL-CONTROV,Controversial Issues,RED,HIGH,"The character Momo is widely associated with a viral hoax that encouraged self-harm and suicide. Featuring this character in content for children, even animated, risks exposing them to or indirectly promoting these highly sensitive and dangerous themes."
CNT-0203,Extended cut: Animated content for kids featuring adult horror characters like M,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Given Momo's association with hoaxes encouraging self-harm, presenting this character to children could be seen as indirectly promoting or exposing them to content that could lead to critical harm or distress, aligning with 'Challenges causing critical harm' or 'Pranks involving suicide threats' by association."
CNT-0113,Video promoting extreme caloric restriction and showing emaciated body (2024),POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes extreme caloric restriction, which is a dangerous act that can cause critical harm, and showing an emaciated body glorifies or normalizes this harmful behavior."
CNT-0113,Video promoting extreme caloric restriction and showing emaciated body (2024),POL-CONTROV,Controversial Issues,RED,HIGH,Promoting extreme caloric restriction and showing an emaciated body directly constitutes 'eating disorders with triggering content' and can be considered a 'promotion of self-harm'.
CNT-0113,Video promoting extreme caloric restriction and showing emaciated body (2024),POL-SHOCK,Shocking Content,RED,HIGH,"Showing an emaciated body, especially in the context of promoting the harmful behavior that leads to it, is highly shocking content and can be considered an extreme injury."
CNT-0024,Part 2: Raw footage of soldiers firing weapons in a conflict zone,POL-VIOL,Violence,YELLOW,HIGH,"The content describes raw footage of soldiers firing weapons in a conflict zone, which aligns with the YELLOW tier for 'raw footage of armed conflict without injuries'."
CNT-0024,Part 2: Raw footage of soldiers firing weapons in a conflict zone,POL-FIRE,Firearms,YELLOW,HIGH,"The content depicts the use of firearms in an uncontrolled environment (a conflict zone), which falls under the YELLOW tier for 'use of guns outside controlled environment'."
CNT-0024,Part 2: Raw footage of soldiers firing weapons in a conflict zone,POL-SENSIT,Sensitive Events,GREEN,MEDIUM,"The content describes raw footage from a conflict zone, which can be considered news reporting or documentary content about a sensitive event, fitting the GREEN tier as long as it's not exploitative."
CNT-0158,Reupload of Boxing match at professional arena with visible face punches | unedi,POL-VIOL,Violence,GREEN,HIGH,"The content depicts a professional boxing match with visible face punches, which is considered mild violence within the context of a regulated sport. It does not describe graphic injuries, excessive blood, or glorification of violence beyond the scope of the sport itself."
CNT-0270,Extended cut: Movie scene showing character injecting heroin in dramatic context,POL-DRUG,Recreational Drugs,YELLOW,HIGH,"The content explicitly describes a dramatized movie scene showing a character injecting heroin, which falls under the YELLOW tier for 'Dramatized content showing drug injection'."
CNT-0250,Reupload of Classical art painting showing discernible sexual acts in thumbnail ,POL-ADULT,Adult Content,YELLOW,HIGH,"The content features a thumbnail of a classical art painting depicting discernible sexual acts, which directly aligns with the 'Classical art displaying intercourse in thumbnails' example in the YELLOW tier for Adult Content."
CNT-0304,Video making false claims about election fraud to undermine voting,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content makes false claims about election fraud to undermine voting, which is explicitly classified as 'Election misinformation' in the RED tier."
CNT-0146,PSA video about suicide prevention hotline and mental health resources (2024),POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is a Public Service Announcement (PSA) focused on suicide prevention and mental health resources, which directly aligns with preventing controversial issues."
