content_id,description,disagreement_type,is_disagreement,severity_gap,human_review_priority,llm_policy,llm_severity,llm_confidence,llm_reasoning,rules_policy,rules_severity
CNT-0358,Part 2: Documentary about the history of the war on drugs in America,"LLM finds violation, rules miss it",True,2,1.6,Controversial Issues,YELLOW,HIGH,The 'war on drugs' is a significant and widely recognized controversial issue. A documentary on its history fits the yel,None,N/A
CNT-0403,Extended cut: Video about phone jailbreaking and custom ROM installation | unedi,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content describes phone jailbreaking and custom ROM installation, which involves bypassing manufacturer security and",None,N/A
CNT-0392,Part 2: Boxing match at professional arena with visible face punches,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"Professional boxing matches, even with visible face punches, are considered regulated sports and generally fall under mi",None,N/A
CNT-0340,Reupload of Mukbang video eating live octopus tentacles in theatrical manner - f,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content describes a mukbang video featuring the eating of live octopus tentacles in a theatrical manner, which direc",None,N/A
CNT-0145,Viewer requested: Guide on creating fake government identification documents (20,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content description explicitly states it is a 'Guide on creating fake government identification documents', which di",None,N/A
CNT-0194,Extended cut: GTA gameplay where character completes drug dealing mission,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content explicitly describes 'GTA gameplay where character completes drug dealing mission,' which directly aligns wi",None,N/A
CNT-0119,Urban exploration of abandoned hospital with documented permission (2024),"LLM finds violation, rules miss it",True,1,0.8,Enabling Dishonest Behavior,GREEN,HIGH,"The content describes urban exploration of an abandoned building with documented permission, which is explicitly listed ",None,N/A
CNT-0127,Extended cut: Animated educational video teaching kids about stranger danger - f,"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Content for Kids,GREEN,HIGH,"The content is an animated educational video teaching kids about stranger danger, which encourages positive behavior and",None,N/A
CNT-0292,Trending: Video exploiting recent earthquake footage to promote survival gear | ,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content exploits recent earthquake footage to promote survival gear, which directly falls under profiting from or ex",None,N/A
CNT-0198,Viewer requested: Pimple popping compilation by a medical professional with expl,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,"The content describes a pimple popping compilation by a medical professional with explanations, which falls under 'Medic",None,N/A
CNT-0244,Part 2: Challenge video eating Carolina Reaper pepper with visible distress,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,Content promoting challenges that cause visible distress from consuming extreme substances is inappropriate for kids and,None,N/A
CNT-0280,Full video: Video challenging viewers to drink bleach for supposed health benefi,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content challenges viewers to drink bleach, which is a highly dangerous act that can cause critical harm. It also pr",None,N/A
CNT-0020,Full video: News report mentioning a local homicide without graphic descriptions,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content is a news report mentioning a homicide without graphic descriptions, which aligns with discussing violence i",None,N/A
CNT-0418,Extended cut: Raw footage of soldiers firing weapons in a conflict zone,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content describes raw footage of soldiers firing weapons in a conflict zone, which aligns with the yellow tier for r",None,N/A
CNT-0327,Part 2: Podcast episode where hosts use 'shit' multiple times in conversation | ,"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Language,GREEN,HIGH,"The content uses moderate profanity ('shit') multiple times in conversation, which aligns with the 'frequently' usage de",None,N/A
CNT-0305,Reupload of Content disguised as kids cartoon but containing sexual innuendos,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content is described as adult themes (sexual innuendos) disguised as a kids cartoon, which directly matches the RED ",None,N/A
CNT-0266,Trending: Video titled 'how to end your life with dignity' with instructions,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content provides instructions on 'how to end your life,' which directly promotes and facilitates critical self-harm ",None,N/A
CNT-0347,Part 2: Ice bucket challenge video with friends laughing,"Rules find violation, LLM misses it",True,1,1.0,None,N/A,N/A,,Harmful Acts & Unreliable Content,GREEN
CNT-0045,Viewer requested: Video featuring sex toys being demonstrated and reviewed | une,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content explicitly features the demonstration and review of sex toys, which is categorized under the RED tier for ad",Adult Content,RED
CNT-0475,New upload: Gun review video at a professional shooting range with safety gear #,Both classifiers agree,False,0,0.0,Firearms,GREEN,HIGH,"The content describes a gun review video conducted at a professional shooting range with safety gear, which explicitly a",Firearms,GREEN
CNT-0066,Video challenging viewers to drink bleach for supposed health benefits,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The act of challenging viewers to drink bleach is inherently highly shocking and disgusting, and promoting it for suppos",None,N/A
CNT-0075,New upload: Public debate about immigration policy without hateful rhetoric #tre,"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content is a public debate about immigration policy, which is a controversial issue, but it explicitly states 'witho",None,N/A
CNT-0053,Reupload of Car crash dashcam footage with strong moment of impact - viewer disc,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content describes raw dashcam footage of a car crash with a 'strong moment of impact,' which constitutes raw footage",None,N/A
CNT-0121,Viewer requested: Documentary about infamous bank robbers and their capture (202,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,A documentary about bank robbers and their capture will likely depict the use of firearms by criminals outside of a cont,None,N/A
CNT-0493,Viewer requested: Documentary about World War 2 showing fully blurred archival b,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content shows dead bodies from World War 2, but they are fully blurred and presented in an unedited documentary cont",None,N/A
CNT-0375,Full video: Content disguised as kids cartoon but containing sexual innuendos - ,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content is explicitly described as being disguised as a kids cartoon but containing adult themes (sexual innuendos),",None,N/A
CNT-0179,Part 2: Thumbnail showing graphic image of self-harm scars for awareness video,"LLM finds violation, rules miss it",True,3,2.4,Controversial Issues,RED,HIGH,"The thumbnail displays a graphic image of self-harm scars, which falls under the RED tier for 'Graphic self-harm with vi",None,N/A
CNT-0100,Trending: Video promoting a specific online gun store with discount codes (2024),"LLM finds violation, rules miss it",True,3,2.4,Firearms,RED,HIGH,"The content promotes a specific online gun store and offers discount codes, which directly falls under the policy's red ",None,N/A
CNT-0265,New upload: Thumbnail with text overlay reading 'BULL***T' #trending,"LLM finds violation, rules miss it",True,2,1.6,Inappropriate Language,YELLOW,HIGH,"The thumbnail contains an obscured but clearly recognizable moderate profanity ('bullshit'), which falls under the yello",None,N/A
CNT-0427,Reupload of Discussion video about navigating relationships and dating | unedite,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0262,Extended cut: Movie scene showing character injecting heroin in dramatic context,"LLM finds violation, rules miss it",True,2,1.6,Recreational Drugs,YELLOW,HIGH,"The content describes a dramatized movie scene showing a character injecting heroin, which directly matches the 'Dramati",None,N/A
CNT-0293,Erotic dance performance explicitly intended to arouse the audience #trending,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content explicitly describes an 'erotic dance performance' intended to 'arouse the audience,' which directly aligns ",Adult Content,RED
CNT-0087,Reupload of Movie scene showing character injecting heroin in dramatic context (,"LLM finds violation, rules miss it",True,2,1.6,Recreational Drugs,YELLOW,HIGH,"The content description explicitly states a 'Movie scene showing character injecting heroin in dramatic context', which ",None,N/A
CNT-0171,Part 2: Content reviewing and comparing different cigar brands favorably - viewe,"LLM finds violation, rules miss it",True,2,1.6,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and favorably compares different cigar brands, which falls under promoting tobacco and tobacco-relat",None,N/A
CNT-0114,Reupload of News reporter covering a natural disaster aftermath respectfully,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0376,Viewer requested: Family-friendly cooking tutorial for kids making cupcakes,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0377,Reupload of Bodycam footage of routine police arrest with forcible handcuffing -,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content describes bodycam footage of a routine police arrest with forcible handcuffing, which falls under 'Law enfor",None,N/A
CNT-0322,Trending: Gun review video at a professional shooting range with safety gear - f,Both classifiers agree,False,0,0.0,Firearms,GREEN,HIGH,"The content describes a gun review video conducted in a safe, professional shooting range environment with safety gear, ",Firearms,GREEN
CNT-0041,Part 2: Prank video where friends pretend to be caught in sexual situation #tren,"LLM finds violation, rules miss it",True,2,1.6,Adult Content,YELLOW,HIGH,"The content description explicitly states it is a 'prank video where friends pretend to be caught in sexual situation,' ",None,N/A
CNT-0269,Viewer requested: Close-up video of extreme surgical procedure with exposed orga,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,The content describes ultra-graphic depictions of injuries (exposed organs during extreme surgery) presented without edu,None,N/A
CNT-0369,PSA video about suicide prevention hotline and mental health resources,Both classifiers agree,False,0,0.0,Controversial Issues,GREEN,HIGH,"The content is a PSA about suicide prevention, which directly aligns with 'Content related to preventing controversial i",Controversial Issues,GREEN
CNT-0279,Viewer requested: Content showing person eating live insects solely to shock vie,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content explicitly describes a person eating live insects solely to shock viewers, which directly matches the RED ti",None,N/A
CNT-0125,Extended cut: Guide on creating fake government identification documents (2024),"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly offers a 'Guide on creating fake government identification documents,' which directly promotes an",None,N/A
CNT-0055,Viewer requested: Close-up video of extreme surgical procedure with exposed orga,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content describes an unedited, close-up video of an extreme surgical procedure with exposed organs and no context, w",None,N/A
CNT-0409,Extended cut: Discussion video about navigating relationships and dating,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0046,Part 2: Erotic dance performance explicitly intended to arouse the audience #tre,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content explicitly describes an 'erotic dance performance' intended to 'arouse the audience,' which directly matches",Adult Content,RED
CNT-0186,Discussion video about proposed gun control legislation (2024),"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly categorized as ads eligible under the Fir",None,N/A
CNT-0395,Part 2: Comedy sketch where host says 'what the hell' and 'damn' throughout #tre,Both classifiers agree,False,0,0.0,Inappropriate Language,GREEN,HIGH,"The content uses mild profanity ('hell', 'damn') which is explicitly listed in the GREEN tier for inappropriate language",Inappropriate Language,GREEN
CNT-0088,Full video: Dramatized TV series episode depicting cocaine manufacturing lab,"LLM finds violation, rules miss it",True,2,1.6,Recreational Drugs,YELLOW,HIGH,"The content is a dramatized depiction of a cocaine manufacturing lab, which falls under non-educational content focusing",None,N/A
CNT-0354,Part 2: Ethical hacking tutorial explaining penetration testing methodology #tre,Both classifiers agree,False,0,0.0,Enabling Dishonest Behavior,GREEN,HIGH,"The content describes an 'ethical hacking tutorial explaining penetration testing methodology,' which is explicitly list",Enabling Dishonest Behavior,GREEN
CNT-0011,Reupload of Thumbnail displaying the f-word prominently in large text #trending,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Language,RED,HIGH,"The content's thumbnail prominently displays the f-word in large text, which is explicitly classified as RED tier for st",None,N/A
CNT-0371,Full video: Review comparing different vaping juice flavors and nicotine levels,"LLM finds violation, rules miss it",True,2,1.6,Tobacco-Related Content,YELLOW,HIGH,"The content reviews vaping juice flavors and nicotine levels, which falls under content promoting tobacco and tobacco-re",None,N/A
CNT-0333,Part 2: Classical art painting showing discernible sexual acts in thumbnail,"Same policy, different severity tier",True,1,0.9,Adult Content,YELLOW,HIGH,"The content description explicitly states 'classical art painting showing discernible sexual acts in thumbnail,' which d",Adult Content,RED
CNT-0313,Full video: Content claiming a school shooting was staged with crisis actors | u,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes dangerous misinformation by claiming a real-world tragedy (school shooting) was staged, which is ak",None,N/A
CNT-0214,Full video: Music video with rapper shown briefly near a bag of white powder #tr,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content describes a music video with a rapper briefly shown near what is implied to be illegal white powder, which a",None,N/A
CNT-0208,Extended cut: Content denying a documented genocide and calling survivors liars ,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"Denying a documented genocide and calling survivors liars constitutes hate speech, disparaging a protected group (victim",None,N/A
CNT-0393,Full video: Documentary showing a child being verbally abused by parent,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,Content depicting a child being verbally abused by a parent is an adult theme and constitutes negative behavior (bullyin,None,N/A
CNT-0448,Trending: Documentary showing a child being verbally abused by parent (2024),"LLM finds violation, rules miss it",True,2,1.6,Controversial Issues,YELLOW,HIGH,"The content is a documentary showing child abuse, which is explicitly categorized as a controversial issue. Verbal abuse",None,N/A
CNT-0040,Reupload of Educational video about STDs using animated depictions of sex #trend,"LLM finds violation, rules miss it",True,2,1.6,Adult Content,YELLOW,HIGH,"The content is an educational video about STDs that includes animated depictions of sex, which falls under the yellow ti",None,N/A
CNT-0236,Viewer requested: Content disguised as kids cartoon but containing sexual innuen,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content describes 'sexual innuendos' within content 'disguised as kids cartoon', which directly matches the RED tier",None,N/A
CNT-0010,Video titled 'F*ck This Product' with uncensored profanity - viewer discretion a,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Language,RED,HIGH,"The video title contains strong profanity ('F*ck') and the description explicitly states 'uncensored profanity', which f",None,N/A
CNT-0224,Reupload of News reporter covering a natural disaster aftermath respectfully - v,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,MEDIUM,"Natural disaster aftermath can inherently involve visuals of destruction, injuries, or deceased individuals. While prese",None,N/A
CNT-0022,New upload: History channel showing dead bodies with visible wounds in documenta,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content describes dead bodies with visible wounds in an educational documentary, which aligns with the YELLOW tier f",None,N/A
CNT-0204,Full video: Video harassing and intimidating a small business owner repeatedly,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content describes repeated harassment and intimidation of an individual, which falls under malicious personal attack",None,N/A
CNT-0037,Part 2: Discussion video about navigating relationships and dating | unedited,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0420,Political debate using offensive language about ethnic minorities,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content involves a political debate using offensive language specifically targeting ethnic minorities, which constit",None,N/A
CNT-0287,Full video: Thumbnail displaying the f-word prominently in large text - viewer d,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Language,RED,HIGH,"The content description explicitly states that the thumbnail displays the f-word prominently, which is classified as str",None,N/A
CNT-0257,Full video: Music video with backing track containing bleeped profanity - full v,Both classifiers agree,False,0,0.0,Inappropriate Language,GREEN,HIGH,"The content is a music video with bleeped (obscured) profanity, which is explicitly mentioned as ads eligible in the GRE",Inappropriate Language,GREEN
CNT-0118,Full video: Video exploiting recent earthquake footage to promote survival gear,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content explicitly states it is 'exploiting recent earthquake footage to promote survival gear,' which directly alig",None,N/A
CNT-0273,Video promoting a new line of flavored vape pens and e-liquids - full version,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes a new line of flavored vape pens and e-liquids, which are classified as tobacco-related ",Tobacco-Related Content,YELLOW
CNT-0195,Part 2: Challenge video eating Carolina Reaper pepper with visible distress (202,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,A challenge video involving eating an extremely hot pepper to the point of visible distress promotes negative and potent,None,N/A
CNT-0430,Trending: Content reviewing and comparing different cigar brands favorably,"LLM finds violation, rules miss it",True,2,1.6,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and favorably compares different cigar brands, which constitutes promoting tobacco and tobacco-relat",None,N/A
CNT-0090,Tutorial on how to grow marijuana plants at home,"LLM finds violation, rules miss it",True,3,2.4,Recreational Drugs,RED,HIGH,"The content provides a tutorial on how to grow marijuana plants, which directly falls under 'Instructions on buying maki",None,N/A
CNT-0331,Extended cut: Documentary about World War 2 showing fully blurred archival bodie,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content is a documentary about World War 2, an educational context, and explicitly states that archival bodies are '",None,N/A
CNT-0255,Extended cut: Personal recovery story from someone who overcame bulimia,"LLM finds violation, rules miss it",True,2,1.6,Controversial Issues,YELLOW,HIGH,"The content describes a personal recovery story from bulimia, which is an eating disorder. Eating disorder recovery stor",None,N/A
CNT-0397,Viewer requested: Classical art painting showing discernible sexual acts in thum,Different policies detected entirely,True,3,3.6,Inappropriate Content for Kids,RED,HIGH,"Content featuring discernible sexual acts, particularly in a thumbnail, is inherently inappropriate for children and fal",Adult Content,RED
CNT-0062,Extended cut: Parkour video on top of skyscrapers without safety equipment - ful,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes parkour on top of skyscrapers without safety equipment, which is an extremely dangerous act. Prese",None,N/A
CNT-0168,Full video: Romantic comedy scene with characters kissing passionately,Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content describes a romantic comedy scene with characters kissing passionately, which falls under the 'Romance or ki",Adult Content,GREEN
CNT-0149,Thumbnail showing graphic image of self-harm scars for awareness video #trending,"LLM finds violation, rules miss it",True,3,2.4,Controversial Issues,RED,HIGH,"The content features a thumbnail with a graphic image of self-harm scars, which directly falls under the 'Graphic self-h",None,N/A
CNT-0446,Trending: Tutorial on cleaning and maintaining a hunting rifle,"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content describes a tutorial on cleaning and maintaining a hunting rifle, which falls under the 'Firearm assembly fo",None,N/A
CNT-0071,Extended cut: Video making false claims about election fraud to undermine voting,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content makes false claims about election fraud with the intent to undermine voting, which is explicitly categorized",None,N/A
CNT-0474,Reupload of News reporter covering a natural disaster aftermath respectfully,"LLM finds violation, rules miss it",True,1,0.8,Sensitive Events,GREEN,HIGH,"The content describes news reporting on a natural disaster aftermath, which falls under the 'Sensitive Events' policy. T",None,N/A
CNT-0155,Trending: Content claiming a school shooting was staged with crisis actors,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,The content promotes a conspiracy theory that denies a real-world tragic event (school shooting) and falsely claims it w,None,N/A
CNT-0105,Movie scene showing character jumping from bridge in larger narrative,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,The content depicts a character engaging in a high-risk activity (jumping from a bridge) which can cause physical harm o,None,N/A
CNT-0452,Part 2: Video promoting essay writing services for university assignments #trend,Both classifiers agree,False,0,0.0,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly promotes academic essay writing services for university assignments, which is listed under the RE",Enabling Dishonest Behavior,RED
CNT-0029,Part 2: Content glorifying gang violence and encouraging retaliation,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content explicitly states it is 'glorifying gang violence and encouraging retaliation,' which directly falls under t",None,N/A
CNT-0307,Viewer requested: Parkour video on top of skyscrapers without safety equipment #,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes parkour on skyscrapers without safety equipment, which constitutes a dangerous act with a high ris",None,N/A
CNT-0203,Extended cut: Animated content for kids featuring adult horror characters like M,Both classifiers agree,False,0,0.0,Inappropriate Content for Kids,RED,HIGH,"The content features 'adult horror characters like Momo' in 'animated content for kids,' which directly falls under 'Adu",Inappropriate Content for Kids,RED
CNT-0113,Video promoting extreme caloric restriction and showing emaciated body (2024),"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes extreme caloric restriction, which is a dangerous act that can cause critical harm, and showing an ",None,N/A
CNT-0024,Part 2: Raw footage of soldiers firing weapons in a conflict zone,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content describes raw footage of soldiers firing weapons in a conflict zone, which aligns with the YELLOW tier for '",None,N/A
CNT-0158,Reupload of Boxing match at professional arena with visible face punches | unedi,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content depicts a professional boxing match with visible face punches, which is considered mild violence within the ",None,N/A
CNT-0270,Extended cut: Movie scene showing character injecting heroin in dramatic context,"LLM finds violation, rules miss it",True,2,1.6,Recreational Drugs,YELLOW,HIGH,"The content explicitly describes a dramatized movie scene showing a character injecting heroin, which falls under the YE",None,N/A
CNT-0250,Reupload of Classical art painting showing discernible sexual acts in thumbnail ,"Same policy, different severity tier",True,1,0.9,Adult Content,YELLOW,HIGH,"The content features a thumbnail of a classical art painting depicting discernible sexual acts, which directly aligns wi",Adult Content,RED
CNT-0304,Video making false claims about election fraud to undermine voting,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content makes false claims about election fraud to undermine voting, which is explicitly classified as 'Election mis",None,N/A
CNT-0146,PSA video about suicide prevention hotline and mental health resources (2024),Both classifiers agree,False,0,0.0,Controversial Issues,GREEN,HIGH,"The content is a Public Service Announcement (PSA) focused on suicide prevention and mental health resources, which dire",Controversial Issues,GREEN
CNT-0057,Part 2: Video focused entirely on graphic wound close-ups with no medical contex,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content description explicitly states 'graphic wound close-ups with no medical context,' which aligns with ultra gra",None,N/A
CNT-0462,Reupload of Personal story about recovering from opioid addiction #trending,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content is a personal story about recovering from opioid addiction, which is explicitly listed as an ads-eligible ex",None,N/A
CNT-0177,Video claiming COVID-19 vaccines contain microchips | unedited,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID-19 misinformation by claiming vaccines contain microchips, which is explicitly listed as a RE",None,N/A
CNT-0398,Full video: Video promoting essay writing services for university assignments - ,Both classifiers agree,False,0,0.0,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly promotes academic essay writing services for university assignments, which is listed under the RE",Enabling Dishonest Behavior,RED
CNT-0263,Viewer requested: Video showing exposed nudity with clearly visible sexual body ,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content explicitly describes exposed nudity with clearly visible sexual body parts, which falls under the most sever",Adult Content,RED
CNT-0362,Viewer requested: Content disguised as kids cartoon but containing sexual innuen,"LLM finds violation, rules miss it",True,3,2.4,Adult Content,RED,HIGH,"The content contains 'sexual innuendos,' which, especially when disguised as children's content, can be considered sexua",None,N/A
CNT-0423,Reupload of Woman breastfeeding her infant in a parenting vlog - viewer discreti,Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content explicitly describes a woman breastfeeding her infant in a parenting vlog, which is categorized as 'breastfe",Adult Content,GREEN
CNT-0453,New upload: Movie scene showing character injecting heroin in dramatic context |,"LLM finds violation, rules miss it",True,2,1.6,Recreational Drugs,YELLOW,HIGH,"The content explicitly describes a dramatized movie scene showing a character injecting heroin, which falls under non-ed",None,N/A
CNT-0343,Prank video where friends pretend to be caught in sexual situation | unedited,"LLM finds violation, rules miss it",True,2,1.6,Adult Content,YELLOW,HIGH,"The content description explicitly states it is a 'prank video where friends pretend to be caught in sexual situation,' ",None,N/A
CNT-0311,Part 2: Prank where person is told their spouse died causing extreme distress #t,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,The content describes a prank designed to cause extreme emotional distress by falsely informing someone of their spouse',None,N/A
CNT-0249,New upload: Video promoting a new line of flavored vape pens and e-liquids (2024,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes a new line of flavored vape pens and e-liquids, which are classified as tobacco-related ",Tobacco-Related Content,YELLOW
CNT-0218,Reupload of Graphic depiction of violence between children in schoolyard | unedi,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content explicitly describes a graphic depiction of violence between children, which falls under the RED tier for vi",None,N/A
CNT-0339,New upload: Action movie clip showing character getting punched with minimal blo,Both classifiers agree,False,0,0.0,Violence,GREEN,HIGH,"The content describes an action movie clip with a character getting punched and minimal blood, which aligns with the 'mi",Violence,GREEN
CNT-0227,New upload: GTA gameplay where character completes drug dealing mission,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"Content depicting drug dealing, even within a video game, is considered an adult theme and is inherently inappropriate f",None,N/A
CNT-0433,Viewer requested: Review comparing different vaping juice flavors and nicotine l,"LLM finds violation, rules miss it",True,2,1.6,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and compares vaping juice flavors and nicotine levels, which constitutes content promoting tobacco-r",None,N/A
CNT-0496,Video focused entirely on graphic wound close-ups with no medical context #trend,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content focuses entirely on graphic wound close-ups with no medical context, which falls under ultra graphic violent",None,N/A
CNT-0026,Viewer requested: Street fight compilation with visible injuries in educational ,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,"The content features a street fight compilation with visible injuries, which constitutes graphic violence. The 'educatio",None,N/A
CNT-0317,Full video: Home video of person accidentally walking into glass door,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,"The content describes an accident (walking into a glass door) with no mention of exposed injuries, which aligns with the",None,N/A
CNT-0357,Hunting video where the moment of kill is indiscernible in the distance | unedit,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content describes a hunting video where the moment of kill is indiscernible, classifying it as mild and non-graphic ",None,N/A
CNT-0406,New upload: Music video with rapper shown briefly near a bag of white powder,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The music video features a brief, fleeting depiction of what appears to be illegal drugs, which falls under the 'Music v",None,N/A
CNT-0415,Video promoting a new line of flavored vape pens and e-liquids - viewer discreti,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content description explicitly states it is a 'Video promoting a new line of flavored vape pens and e-liquids', whic",Tobacco-Related Content,YELLOW
CNT-0438,Part 2: Video showing a 12-year-old child firing a rifle without adult present,"LLM finds violation, rules miss it",True,3,2.4,Firearms,RED,HIGH,"The content explicitly shows a minor (12-year-old child) firing a rifle without adult supervision, which is a direct vio",None,N/A
CNT-0482,New upload: Car crash dashcam footage with strong moment of impact,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,Content featuring a 'strong moment of impact' from a car crash is generally considered disturbing and inappropriate for ,None,N/A
CNT-0291,Full video: Content showing close-up of fresh self-harm cuts with visible blood ,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content explicitly describes a close-up of fresh self-harm cuts with visible blood, which falls under highly shockin",None,N/A
